product,img,score,title,pros,cons,body
Merrell J06039 - Volwassenen Heren wandelschoenenVrije tijdsschoenenWandelschoenen - Kleur: Grijs - Maat: 45,https://media.s-bol.com/grGKGqnYrGD/550x321.jpg,klantbeoordeling: 2 van de 5 sterren,Schoen valt erg tegen,['prima design'],"['voldoet niet aan verwachting', 'linkerschoen maakt knakkend geluid bij het lopen']","Ik heb eerder dit type schoen gehad, die zat fantastisch. Deze nieuwe schoen zit aanzienlijk minder lekker, bovendien maakt de linkerschoen bij het afwikkelen van de voet een irritant geluid, een soort knakkend geluid"
Merrell J06039 - Volwassenen Heren wandelschoenenVrije tijdsschoenenWandelschoenen - Kleur: Grijs - Maat: 45,https://media.s-bol.com/grGKGqnYrGD/550x321.jpg,klantbeoordeling: 5 van de 5 sterren,"bol.com, prima artikels!","['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"afgelopen zes jaar met zelfde sportschoenen gelopen, prima kwaliteit, daarom dezelfde teruggekocht"
Merrell J06039 - Volwassenen Heren wandelschoenenVrije tijdsschoenenWandelschoenen - Kleur: Grijs - Maat: 45,https://media.s-bol.com/grGKGqnYrGD/550x321.jpg,klantbeoordeling: 4 van de 5 sterren,Goed,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Twee pluspunten: voldoet aan verwachting en goede kwaliteit.
Merrell J06039 - Volwassenen Heren wandelschoenenVrije tijdsschoenenWandelschoenen - Kleur: Grijs - Maat: 45,https://media.s-bol.com/grGKGqnYrGD/550x321.jpg,klantbeoordeling: 4 van de 5 sterren,goede schoen zoals we gewoon zijn van merrell,"['stevig', 'Goede kwaliteit']",[],"Ik ben al jarenlang drager van Merrell schoenen. De nood was er om te vernieuwen en daarom dit paar gekozen. Ze zijn stevig, veel steviger dan diegene die je in de decathlon koopt. Een goede zool en waterdicht of toch zo goed als."
Merrell J06039 - Volwassenen Heren wandelschoenenVrije tijdsschoenenWandelschoenen - Kleur: Grijs - Maat: 45,https://media.s-bol.com/grGKGqnYrGD/550x321.jpg,klantbeoordeling: 5 van de 5 sterren,kwaliteit wandelschoenen.,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Zeer goede kwaliteit voor zijn prijs.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Prima schoen met goede pasvorm,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Ze zitten als gegoten,"['Voldoet aan verwachting', 'Voldoet aan verwachting', 'Goede kwaliteit']",[],Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,prima wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"fijne pasvorm, mooi materiaal"
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Heel goed,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Perfecte pasvorm en lopen lekker
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 4 van de 5 sterren,Toppie,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Goede keus
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Goeie wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen."
Meindl Vakuum Ultra Gore-tex Dames Wandelschoenen 2848-96 - Kleur Bruin - Maat 38,https://media.s-bol.com/kDVywPED5r4Y/ZY46QqE/550x527.jpg,klantbeoordeling: 5 van de 5 sterren,Goede degelijke wandelschoen,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],"Wandel al meerdere jaren op deze schoen. Koop nu weer exact dezelfde. Goed is goed. De schoen is robuust, degelijk, waterdicht, gewoon goed."
Meindl Vakuum Ultra Gore-tex Dames Wandelschoenen 2848-96 - Kleur Bruin - Maat 38,https://media.s-bol.com/kDVywPED5r4Y/ZY46QqE/550x527.jpg,klantbeoordeling: 5 van de 5 sterren,Hele fijne wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],"Dit zijn heerlijke wandelschoenen. Heb erop gelopen in Australië (6 weken) en in Zuid- en Midden-Amerika (1 jaar). Heb bergen beklommen, rivieren overgestoken, in warmte en kou. Ze hebben het allemaal overleefd. Moet wel zeggen dat als je echt een rivier gaat oversteken ze uiteindelijk toch wel nat worden doordat water naar binnen komt (meestal via de bovenkant). Ze drogen ook wat langzaam. Ik heb normaliter maat 41 maar deze schoenen heb ik een maat groter gekocht. Ik heb bulten op mijn hielen die de achterkant vaak kapot schuren. Dit is uiteindelijk bij één van de schoenen ook gebeurd maar pas toen ik er al een jaar op had gelopen (bijna elke dag aan)."
Meindl Vakuum Ultra Gore-tex Dames Wandelschoenen 2848-96 - Kleur Bruin - Maat 38,https://media.s-bol.com/kDVywPED5r4Y/ZY46QqE/550x527.jpg,klantbeoordeling: 5 van de 5 sterren,Dat was weer thuiskomen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Al eerder Meindl's gehad en kende de pasvorm. Daarom was online bestellen hier een optie. Snelle levering
Meindl Vakuum Ultra Gore-tex Dames Wandelschoenen 2848-96 - Kleur Bruin - Maat 38,https://media.s-bol.com/kDVywPED5r4Y/ZY46QqE/550x527.jpg,klantbeoordeling: 5 van de 5 sterren,Excellente wandelbottinen,"['voldoet aan verwachting', 'Goede kwaliteit']",[],"Heel goede wandelbottinen , direct ok bij eerste wandeling , geen inlooptijd nodig ."
Meindl Vakuum Ultra Gore-tex Dames Wandelschoenen 2848-96 - Kleur Bruin - Maat 38,https://media.s-bol.com/kDVywPED5r4Y/ZY46QqE/550x527.jpg,klantbeoordeling: 5 van de 5 sterren,Fantastisch,['voldoet aan verwachting'],[],Nou helemaal wat we er van verwachten
Grisport Ranger Mid Wandelschoenen Unisex - Anthracite - Maat 45,https://media.s-bol.com/z59QQ9g56PQq/EwOlPv/550x507.jpg,klantbeoordeling: 5 van de 5 sterren,Grisport veel buiten gedragen,['Voldoet aan verwachting'],[],Zat eerst wat krap maar loopt nu als gegoten.Kunnen regelmatig gebruik aan.Met de veters is strakte af te stellen.Mooi profiel.Fijne hielsteun.
Grisport Ranger Mid Wandelschoenen Unisex - Anthracite - Maat 45,https://media.s-bol.com/z59QQ9g56PQq/EwOlPv/550x507.jpg,klantbeoordeling: 5 van de 5 sterren,Heerlijk wandelen,[],[],heerlijke wandelschoen lopen gelijk lekker
Lowa Locarno Gore-tex Mid Dames Wandelschoenen Lm320815-6912 - Kleur Blauw - Maat 41,https://media.s-bol.com/nlLEY1oGPD9l/GrN2n3/550x376.jpg,klantbeoordeling: 5 van de 5 sterren,prima !,[],[],"prima schoen , goede pasvorm - had ook niet anders verwacht van dit merk !"
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Lichtgrijs leer - Maat 38,https://media.s-bol.com/3YzZqLwyx0m9/k5Y132K/550x416.jpg,klantbeoordeling: 5 van de 5 sterren,Heel tevreden,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje"
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Lichtgrijs leer - Maat 38,https://media.s-bol.com/3YzZqLwyx0m9/k5Y132K/550x416.jpg,klantbeoordeling: 5 van de 5 sterren,Een lichte maar stevige wandelschoen.,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden.  Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over.  Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit.  Ik ben blij met deze aankoop."
Columbia Woodburn II Wandelschoenen Heren Waterdicht - Ademend - Zwart - Maat 44,https://media.s-bol.com/2XByvgq4NvNM/jNPJGz/550x349.jpg,klantbeoordeling: 5 van de 5 sterren,Toppie,['Goede kwaliteit'],[],Gewoon goed
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Heel tevreden,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje"
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Een lichte maar stevige wandelschoen.,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden.  Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over.  Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit.  Ik ben blij met deze aankoop."
Keen Targhee III Heren Wandelschoenen Bungee Cord/Black | Grijs | Leer | Maat 44 | K1017783,https://media.s-bol.com/BQJQ9NygQXoo/k8oZX7K/550x270.jpg,klantbeoordeling: 4 van de 5 sterren,Fijne schoen.,['goede prijs/kwaliteit verhouding'],[],Loopt vanaf het momentdat je hem aantrekt goed.
Keen Targhee III Heren Wandelschoenen Bungee Cord/Black | Grijs | Leer | Maat 44 | K1017783,https://media.s-bol.com/BQJQ9NygQXoo/k8oZX7K/550x270.jpg,klantbeoordeling: 3 van de 5 sterren,"Product goed, levering slecht!","['Voldoet aan verwachting', 'Goede kwaliteit', 'Brede leest']","['Slechte communicatie', 'Late levering']","Mooie schoen, goede kwaliteit. Brede leest voor brede voeten. Valt groot, heb een maat kleiner die alsnog ruim valt.Levering volgens Bol.com uiterlijk vrijdag. De dinsdag erop pas geleverd. Dit is de tweede x al dat levering niet overeen komt met de communicatie."
Grisport Torino Low Wandelschoenen Unisex - Grey - Maat 39,https://media.s-bol.com/NkxOzrMQO9WN/550x287.jpg,klantbeoordeling: 5 van de 5 sterren,Stevige schoen,"['voldoet aan verwachting', 'Goede kwaliteit', 'goede prijs/kwaliteit verhouding']",[],Stevige wandelschoen. Geeft goede ondersteuning aan de enkels. Prijs kwaliteit is zeker zeer goed.Ik heb brede voeten en deze passen perfect. Maat 39 is effectief maat 39. En je kan er steunzolen inleggen want de zool is uitneembaar.
Grisport Torino Low Wandelschoenen Unisex - Grey - Maat 39,https://media.s-bol.com/NkxOzrMQO9WN/550x287.jpg,klantbeoordeling: 5 van de 5 sterren,Goede loopschoenen.,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Lekkere lichte schoenen met een goede prijs-kwaliteitverhouding. Lopen lekker
Grisport Torino Low Wandelschoenen Unisex - Grey - Maat 39,https://media.s-bol.com/NkxOzrMQO9WN/550x287.jpg,klantbeoordeling: 5 van de 5 sterren,Wandelen met plezier,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",['lengte van veters wat te kort'],"Zitten comfortabel, zijn stevig en hebben een leuk design, enige minpuntje is dat de veters iets langer hadden gemogen"
Grisport Torino Low Wandelschoenen Unisex - Grey - Maat 39,https://media.s-bol.com/NkxOzrMQO9WN/550x287.jpg,klantbeoordeling: 5 van de 5 sterren,Aanrader,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],"Ik heb deze schoenen nu 2 maanden en wat ben ik er blij mee. Ik heb kritische voeten; breed en steunzolen. Een goed zittende schoen vinden voor mijn voeten is ingewikkeld,  maar gevonden nu ik deze schoenen heb. Lopen licht, zitten goed om mijn voet en kan er heerlijk op wandelen."
Grisport Torino Low Wandelschoenen Unisex - Grey - Maat 39,https://media.s-bol.com/NkxOzrMQO9WN/550x287.jpg,klantbeoordeling: 4 van de 5 sterren,Prima zwarte uitlaat schoenen,['voldoet aan verwachting'],[],Zowel mijn hond als ikzelf zijn blij met deze soepele uitlaatschoenen
Grisport Torino Low Wandelschoenen Unisex - Grey - Maat 39,https://media.s-bol.com/NkxOzrMQO9WN/550x287.jpg,klantbeoordeling: 5 van de 5 sterren,Heerlijke wandelschoen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Schoen past precies om de voet. Geeft veel ondersteuning en is toch licht.
Grisport Anden Wandelschoenen Unisex - Black - Maat 44,https://media.s-bol.com/Nkz4w0xO5GzD/550x406.jpg,klantbeoordeling: 5 van de 5 sterren,Beste stapschoenen voor echte wandelfanaten,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"Zeer goede kwaliteit, dikke zool met reliëf (vind ik erg belangrijk), enkel zit goed vast, waterdicht en ademend, geen enkele pijn bij 1ste wandeling zonder in te lopen in huis, heel comfortabel, eigenlijk beste stapschoenen die ik heb gehad, kan mij beter staande houden als mijn beagles een spoor gevonden van konijn, kat. Dus voor mij TOP, ZEER TEVREDEN"
Grisport Anden Wandelschoenen Unisex - Black - Maat 44,https://media.s-bol.com/Nkz4w0xO5GzD/550x406.jpg,klantbeoordeling: 5 van de 5 sterren,Solide schoenen,"['duurzaam', 'Goede prijs/kwaliteit']",[],"De Grisport Anden vind ik fijne schoenen. Mijn huidige paar heb ik sinds 2014 en ik heb er al zeker 3500  km op gelopen. En nog zijn ze bij lange na niet versleten. Ondanks slechte onderhoud. Ik heb er heel wat bergwandelingen mee gemaakt, ook tot aan mijn enkels door beekjes gelopen en mijn voeten bleven droog. Ik loop er met gewonen sokken probleemloos in, wanneer ik speciale wandelsokken draag, krijg ik juist blaren. Het heeft wel een seizoen geduurd voordat ik ze ingelopen had. Mijn volgende paar zal zeker weer Grisport Aden worden."
Grisport Anden Wandelschoenen Unisex - Black - Maat 44,https://media.s-bol.com/Nkz4w0xO5GzD/550x406.jpg,klantbeoordeling: 1 van de 5 sterren,Slechte Kwaliteit,[],"['niet duurzaam', 'slechte prijs/kwaliteit']","Heb deze schoenen vanaf augustus en beginnen nu al te lekken.Zool begint los te laten bij de wreef, en naden aan de zijkant  bij de wreef laten ook al los waardoor er water naar binnen loopt.Wandelschoenen moeten toch tegen enkele kilometers kunnen....."
Grisport Anden Wandelschoenen Unisex - Black - Maat 44,https://media.s-bol.com/Nkz4w0xO5GzD/550x406.jpg,klantbeoordeling: 5 van de 5 sterren,Fijne wandelschoenen.,[],[],Ik had hiervoor ook al wandelschoenen van Grisport waar ik super tevreden mee was. Deze zijn nog fijner omdat de voering voor een gedeelte uit leder bestaat.
Grisport Anden Wandelschoenen Unisex - Black - Maat 44,https://media.s-bol.com/Nkz4w0xO5GzD/550x406.jpg,klantbeoordeling: 5 van de 5 sterren,toffe betaalbare wandelschoenen,['Voldoet aan verwachting'],['geen minpunten'],Lopen lekker
Grisport Anden Wandelschoenen Unisex - Black - Maat 44,https://media.s-bol.com/Nkz4w0xO5GzD/550x406.jpg,klantbeoordeling: 5 van de 5 sterren,goede wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],goede stevige stappers
Meindl vakuum ultra gtx 2849.46 Donkerbruin - Heren- uk 10.5,https://media.s-bol.com/Jl1NM2PYlwXg/BNB7WNo/550x507.jpg,klantbeoordeling: 2 van de 5 sterren,Slechte koop,[],[],Schoen loopt heerlijk maar is na drie jaar niet intensief gebruik versleten. Zolen laten los van binnenwerk. Ik ben niet de enige die deze klacht heeft!Ook stiksels zijn al stuk geweest.
Meindl vakuum ultra gtx 2849.46 Donkerbruin - Heren- uk 10.5,https://media.s-bol.com/Jl1NM2PYlwXg/BNB7WNo/550x507.jpg,klantbeoordeling: 5 van de 5 sterren,Perfect wandelen overal,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Ik gebruik dit merk al vele jaren. Loopt prima!
Meindl vakuum ultra gtx 2849.46 Donkerbruin - Heren- uk 10.5,https://media.s-bol.com/Jl1NM2PYlwXg/BNB7WNo/550x507.jpg,klantbeoordeling: 3 van de 5 sterren,Snel stiksels los,[],"['voldoet niet aan verwachting', 'slechte kwaliteit']","Schoenen zitten heerlijk, en heb er veel vooraf gepast. Deze zaten het lekkerst en lopen na 5 jaar nog steeds fijn. Stiksels op de voorvoet laat al snel overal los, waardoor je schoenen geheel niet meer waterdicht zijn. Voor zoveel geld hoort dit niet. Klacht komt vaak voor."
Meindl vakuum ultra gtx 2849.46 Donkerbruin - Heren- uk 10.5,https://media.s-bol.com/Jl1NM2PYlwXg/BNB7WNo/550x507.jpg,klantbeoordeling: 5 van de 5 sterren,Snelle levering en perfecte schoenen,[],[],loopt lekker
Meindl vakuum ultra gtx 2849.46 Donkerbruin - Heren- uk 10.5,https://media.s-bol.com/Jl1NM2PYlwXg/BNB7WNo/550x507.jpg,klantbeoordeling: 5 van de 5 sterren,Meindl wandelschoen ☆☆☆☆☆,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],Meindl wandelschoen. Voor mij nooit meer anders. Ze zijn prijzig maar qua kwaliteit en wsndelgenot het zeker waard.
Meindl vakuum ultra gtx 2849.46 Donkerbruin - Heren- uk 10.5,https://media.s-bol.com/Jl1NM2PYlwXg/BNB7WNo/550x507.jpg,klantbeoordeling: 5 van de 5 sterren,Degelijk en mooie schoen,"['voldoet aan verwachting', 'Goede kwaliteit']",[],"Stevige schoenen, zitten fijn en degelijk materiaal, let wel de ruimte bij tenen zijn voor gemiddeld naar gemiddeld groot. Maar zelf geen problemen mee."
Travelin' Svendborg - Hoge Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 40,https://media.s-bol.com/jnkn2Z8NjRov/550x405.jpg,klantbeoordeling: 5 van de 5 sterren,Wandelschoenen,['Goede kwaliteit'],[],Stevige stapschoen !!!
Travelin' Svendborg - Hoge Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 40,https://media.s-bol.com/jnkn2Z8NjRov/550x405.jpg,klantbeoordeling: 5 van de 5 sterren,geweldige wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],Eergisteren besteld en gisteren binnengekregen. Heb ze gelijk gepast en niet weer uitgedaan. Ze zitten als gegoten en heerlijk licht voor een wandelschoen. Kleur is ook precies als wordt aangegeven. ze zitten als gegoten en lopen heerlijk. Een echte aanrader. Wel even bij vertellen dat ik mijn eigen zooltjes er in draag.
Travelin' Svendborg - Hoge Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 40,https://media.s-bol.com/jnkn2Z8NjRov/550x405.jpg,klantbeoordeling: 5 van de 5 sterren,Ideale wandelschoenen,['Voldoet aan verwachting'],[],Zitten comfortabelSteunzolen passen er goed inZijn heel licht
Travelin' Svendborg - Hoge Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 40,https://media.s-bol.com/jnkn2Z8NjRov/550x405.jpg,klantbeoordeling: 5 van de 5 sterren,Fijne wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],"Ontzettend fijne, lichte wandelschoen. Ik heb inlegzolen, die werken goed in deze schoenen, omdat je de zolen eruit kan halen. Sluit goed om je voet, is soepel en makkelijk te onderhouden. Mijn dochter leent ze graag als ik ze niet gebruik. Maat valt normaal. Aanrader!"
Travelin' Svendborg - Hoge Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 40,https://media.s-bol.com/jnkn2Z8NjRov/550x405.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],Positieve punten van dit artikel zijn: voldoet aan verwachting en goede kwaliteit.
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fantastisch,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Schoenen lopen heerlijk. Ook in het bos en in bergachtig gebied.In een woord Top
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 4 van de 5 sterren,Prettig wandelen,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Lopen heerlijk met een fijne zool en leest
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fijn,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Heerlijke soepele wndelschoenen die ook warm zitten
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,['voldoet aan verwachting'],[],Comfortabel
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Prima schoen met goede pasvorm,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Ze zitten als gegoten,"['Voldoet aan verwachting', 'Voldoet aan verwachting', 'Goede kwaliteit']",[],Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,prima wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"fijne pasvorm, mooi materiaal"
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Heel goed,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Perfecte pasvorm en lopen lekker
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 4 van de 5 sterren,Toppie,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Goede keus
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Goeie wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen."
"Lowa Locarno GTX Low dames sneaker - Blauw - Maat 41,5",https://media.s-bol.com/0V0rDYnLpmjV/550x326.jpg,klantbeoordeling: 2 van de 5 sterren,niet waterdicht,"['Goede kwaliteit', 'Kleur komt overeen met afbeelding', 'lopen wel goed maar wel 1.5 grotere maat nemen']",['voldoet niet aan verwachting'],"De schoenen lopen wel goed, maar zijn absoluut niet waterdicht of regenspatdicht hoe je het ook wilt noemen. Met een marathon van 9 uur lang regen gehad dus heb ze goed kunnen beoordelen!"
Skechers Trail dames wandelschoenen - Blauw - Maat 41 - Extra comfort - Memory Foam,https://media.s-bol.com/m0j14Q56nQWO/JWzjql/550x321.jpg,klantbeoordeling: 5 van de 5 sterren,Super,['Voldoet aan verwachting'],[],Super goeie schoenen zowel voor te lopen als voor te wandele´
Regatta combe IEP Low Outdoorschoenen Dames  Wandelschoenen - Maat 41 - Vrouwen - blauw/zwart,https://media.s-bol.com/YEEKAzpDxZ7n/ovpWEB/550x394.jpg,klantbeoordeling: 5 van de 5 sterren,Nette en comfortabele wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Geheel tevreden over deze schoen. Perfect voor lange wandelingen.
Travelin' Nyborg - Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42,https://media.s-bol.com/gkGx5G1lVVm6/550x361.jpg,klantbeoordeling: 5 van de 5 sterren,Top wandelschoen,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Perfecte wandelschoen zeker als je wat een brede voet hebt.Kan je de hele dag dragen zijn licht aan de voet en zeker steun genoeg voor de hele dag in de bergen in Tirol te vertoeven.Zeker een aanrader
Travelin' Nyborg - Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42,https://media.s-bol.com/gkGx5G1lVVm6/550x361.jpg,klantbeoordeling: 5 van de 5 sterren,Mooie wandelschoen,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Waterdicht']",['Beetje breed'],"Passen goed in eigen maat en een mooie wandelschoen. Ze zijn wel wat breed en lastig smaller te maken met de veters (ik heb geen smalle of brede voeten, standaard voeten). Veters hebben veel stretch en gaan regelmatig los als je er geen dubbele knoop in legt. Schoenen zitten lekker en zijn goed waterdicht. Geen blaren of drukplekken na de eerste wandeling van 8 km."
Travelin' Nyborg - Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42,https://media.s-bol.com/gkGx5G1lVVm6/550x361.jpg,klantbeoordeling: 1 van de 5 sterren,"Een maat groter nemen, valt klein uit","['Voldoet aan verwachting', 'Goede kwaliteit', 'Geen meer']",[],Te klein voor een 38
